id,type,category,name,translation,file,translation-new
2261,PACENOTE,PREPOSITIONS,AT_LOG,At Log,at_log1.ogg,Bei Stamm
2262,PACENOTE,CORNERS,SQUARE_RIGHT_PLUS,2 Right+,two_right_plus1.ogg,zwei Rechts+
2263,PACENOTE,CORNERS,SQUARE_LEFT_PLUS,2 Left+,two_left_plus1.ogg,zwei Links+
2264,PACENOTE,ADJECTIVES,TIGHTENSTOSQUARE_PLUS,Tightens 2+,tightens_two_plus1.ogg,Schliesst auf zwei+
2265,PACENOTE,ADJECTIVES,TOSQUARE_PLUS,_2+,_two_plus1.ogg,In zwei+
2266,PACENOTE,LINE,POST_EARLY,Post Early,post_early1.ogg,Pfosten Früh
2267,PACENOTE,LINE,POST_LATE,Post Late,post_late1.ogg,Pfosten Spät
2268,PACENOTE,LINE,POSTS,Posts,posts1.ogg,Pfähle
2269,PACENOTE,OBSTACLES,OVERCREST_NOLINK,Over Crest,over_crest1.ogg,Über Kuppe
2270,PACENOTE,CAUTIONS,CARE_NOLINK,Care,care1.ogg,Vorsicht
2271,PACENOTE,CAUTIONS,CAUTION_NOLINK,Caution,caution1.ogg,Achtung
2272,PACENOTE,CORNERS,SQUARE_PLUS_SCALE,2+,two_plus_scale1.ogg,zwei+
2273,PACENOTE,LINE,LATE_CUT,Late Cut,late_cut1.ogg,Spät Schneiden
2274,PACENOTE,PREPOSITIONS,AT_LOGS,At Logs,at_logs1.ogg,Bei Stämmen
2275,PACENOTE,CAUTIONS,NIU_BRAKE_JATKUU,Brake And (NIU),brake_and1.ogg,Bremsen Und
2276,PACENOTE,ADDITIONAL,DEEP,Deep,deep1.ogg,Tief
2277,PACENOTE,ADDITIONAL,TRUST,Trust,trust1.ogg,Vertrauen
2405,PACENOTE,LINE,LEFTISH,Leftish,leftish1.ogg,Eher Links
2406,PACENOTE,LINE,RIGHTISH,Rightish,rightish1.ogg,Eher Rechts
2501,PACENOTE,OBSTACLES,NIU_SMALL_CREST_FABZ,Small Crest (NIU),small_crest1.ogg,Kleine Kuppe
2503,PACENOTE,OBSTACLES,NIU_BROW,Crest (NIU),crest1.ogg,Buckel
2507,PACENOTE,OBSTACLES,TWO_BALES,Two Bales,two_bales1.ogg,zwei Ballen
2508,PACENOTE,OBSTACLES,THREE_BALES,Three Bales,three_bales1.ogg,drei Ballen
2509,PACENOTE,OBSTACLES,FOUR_BALES,Four Bales,four_bales1.ogg,vier Ballen
2512,PACENOTE,OBSTACLES,LOGS,Logs,logs1.ogg,Stämme
2515,PACENOTE,OBSTACLES,GATE,Gate,gate1.ogg,Tor
2516,PACENOTE,OBSTACLES,BIG_JUMP,Big Jump,big_jump1.ogg,Großer Sprung
2521,PACENOTE,OBSTACLES,BALES,Bales,bales1.ogg,Ballen
2571,PACENOTE,SURFACE,SURFACE_NOTE,Surface,surface1.ogg,Belag
2600,PACENOTE,DRIVING,BE_BRAVE,Be Brave,be_brave1.ogg,Trau Dich
2604,PACENOTE,CAUTIONS,NIU_WATCH,Precise (NIU),precise1.ogg,
2611,PACENOTE,OBSTACLES,BALE,Bale,bale1.ogg,Ballen
2615,PACENOTE,DRIVING,NIU_DAB,Dab (NIU),dab1.ogg,Nicht Springen
2622,PACENOTE,ADDITIONAL,TWO_PARTS,Two Parts,two_parts1.ogg,Zwei Mal
2623,PACENOTE,ADDITIONAL,THREE_PARTS,Three Parts,three_parts1.ogg,Drei Mal
2624,PACENOTE,ADDITIONAL,FOUR_PARTS,Four Parts,four_parts1.ogg,Vier Mal
2625,PACENOTE,ADDITIONAL,FIVE_PARTS,Five Parts,five_parts1.ogg,Fünf Mal
2626,PACENOTE,OBSTACLES,FIVE_BALES,Five Bales,five_bales1.ogg,fünf Ballen
9999,PACENOTE,CORNERS,LINE_CHANGE,,,
