id,type,category,name,translation
2198,PACENOTE,PREPOSITIONS,AT_EXIT,At Exit
2199,PACENOTE,PREPOSITIONS,AT_OPENING,At Opening
2200,PACENOTE,CONSTRUCTION,LOGS_IN,Logs In
2201,PACENOTE,CONSTRUCTION,LOGS_OUT,Logs Out
2202,PACENOTE,CORNERS,SHORT_LEFT,Short Left
2203,PACENOTE,CORNERS,SHORT_RIGHT,Short Right
2204,PACENOTE,CAUTIONS,SLIPPERY_MAYBE,Maybe Slippy
2205,PACENOTE,CORNERS,DONUT_RIGHT,Donut Right
2206,PACENOTE,CORNERS,DONUT_LEFT,Donut Left
2207,PACENOTE,CORNERS,HP_SCALE,Hairpin
2208,PACENOTE,CORNERS,ACUTE_SCALE,Acute
2209,PACENOTE,ADDITIONAL,PAST_JUNCTION,Past Junction
2210,PACENOTE,OBSTACLES,ONTO_BRIDGE,Onto Bridge
2211,PACENOTE,OBSTACLES,NARROW_BRIDGE,Narrow Bridge
2212,PACENOTE,OBSTACLES,ONTO_NARROW_BRIDGE,Onto Narrow Bridge
2213,PACENOTE,OBSTACLES,THROUGH_GATE,Through Gate
2214,PACENOTE,OBSTACLES,NARROW_GATE,Narrow Gate
2215,PACENOTE,OBSTACLES,THROUGH_NARROW_GATE,Through Narrow Gate
2216,PACENOTE,ADDITIONAL,EXTRAEXTRALONG,Very Very Long
2217,PACENOTE,CAUTIONS,VERY_SLIPPY,Very Slippy
2218,PACENOTE,PREPOSITIONS,AT_BUSH,At Bush
2219,PACENOTE,ADDITIONAL,BIG_SUMPPU,Big Sumppu
2220,PACENOTE,ADDITIONAL,SMALL_SUMPPU,Small Sumppu
2221,PACENOTE,ADDITIONAL,ONTO_NARROWER_ROAD,Onto Narrower
2222,PACENOTE,ADDITIONAL,ONTO_WIDER_ROAD,Onto Wider
2223,PACENOTE,DRIVING,LIFT,Lift
2224,PACENOTE,LINKS,AGAIN,Again
2225,PACENOTE,OBSTACLES,TO_CREST,To Crest
2226,PACENOTE,CORNERS,LEFT_OVER,Left Over_(dist.)
2227,PACENOTE,CORNERS,RIGHT_OVER,Right Over_(dist.)
2228,PACENOTE,CAUTIONS,PRECISE,Precise
2229,PACENOTE,LINE,STAY_OUT,Stay Out
2230,PACENOTE,CAUTIONS,BUMPY_BRAKING,Bumpy Braking
2231,PACENOTE,OBSTACLES,OVER_NARROW_BRIDGE,Over Narrow Bridge
2232,PACENOTE,SURFACE,GETS_ROUGHER,Gets Rougher
2233,PACENOTE,SURFACE,GETS_SMOOTHER,Gets Smoother
2234,PACENOTE,ADDITIONAL,GETS_FASTER,Gets Faster
2235,PACENOTE,ADDITIONAL,GETS_SLOWER,Gets Slower
2236,PACENOTE,SURFACE,SURFACE_CHANGE,Surface Change
2237,PACENOTE,OBSTACLES,BUMPS_OVER,Bumps Over_(dist.)
2238,PACENOTE,OBSTACLES,OVER_ROCKS,Over Rocks
2239,PACENOTE,SURFACE,ONTO_FIELD,Onto Field
2240,PACENOTE,ADDITIONAL,FICKLE,Fickle
2241,PACENOTE,OBSTACLES,TO_JUMP,To Jump
2242,PACENOTE,LINE,DOUBLE_DONT,Double Don't
2243,PACENOTE,LINE,TRIPLE_DONT,Triple Don't
2244,PACENOTE,ADDITIONAL,IMPORTANT,Important
2245,PACENOTE,OBSTACLES,CREST_TO_LEFT,Crest To Left
2246,PACENOTE,OBSTACLES,CREST_TO_RIGHT,Crest To Right
2247,PACENOTE,CORNERS,MEDIUM_SCALE,4
2248,PACENOTE,ADDITIONAL,FUCKINGLONG,Fucking Long
2249,PACENOTE,ADJECTIVES,TIGHTENSVERYVERYLONG,Tightens Very Very Long
2250,PACENOTE,ADJECTIVES,TIGHTENSFUCKINGLONG,Tightens Fucking Long
2251,PACENOTE,ADJECTIVES,OPENSVERYVERYLONG,Opens Very Very Long
2252,PACENOTE,ADJECTIVES,OPENSFUCKINGLONG,Opens Fucking Long
2253,PACENOTE,ADJECTIVES,TIGHTENSSHARP,Tightens Sharp
2254,PACENOTE,ADJECTIVES,TIGHTENSROUND,Tightens Round
2255,PACENOTE,ADJECTIVES,OPENSSHARP,Opens Sharp
2256,PACENOTE,ADJECTIVES,OPENSROUND,Opens Round
2257,PACENOTE,OBSTACLES,OVER_EARLY_CREST,Over Early Crest
2258,PACENOTE,OBSTACLES,OVER_LATE_CREST,Over Late Crest
2259,PACENOTE,CAUTIONS,BRAKE_10,Brake 10
2260,PACENOTE,SURFACE,BLACK_ICE,Black Ice
2261,PACENOTE,PREPOSITIONS,AT_LOG,At Log
2262,PACENOTE,CORNERS,SQUARE_RIGHT_PLUS,2 Right+
2263,PACENOTE,CORNERS,SQUARE_LEFT_PLUS,2 Left+
2264,PACENOTE,ADJECTIVES,TIGHTENSTOSQUARE_PLUS,Tightens 2+
2265,PACENOTE,ADJECTIVES,TOSQUARE_PLUS,_2+
2266,PACENOTE,LINE,POST_EARLY,Post Early
2267,PACENOTE,LINE,POST_LATE,Post Late
2268,PACENOTE,LINE,POSTS,Posts
2269,PACENOTE,OBSTACLES,OVERCREST_NOLINK,Over Crest
2270,PACENOTE,CAUTIONS,CARE_NOLINK,Care
2271,PACENOTE,CAUTIONS,CAUTION_NOLINK,Caution
2272,PACENOTE,CORNERS,SQUARE_PLUS_SCALE,2+
2273,PACENOTE,LINE,LATE_CUT,Late Cut
2274,PACENOTE,PREPOSITIONS,AT_LOGS,At Logs
2275,PACENOTE,CAUTIONS,NIU_BRAKE_JATKUU,Brake And (NIU)
2276,PACENOTE,ADDITIONAL,DEEP,Deep
2277,PACENOTE,ADDITIONAL,TRUST,Trust
2405,PACENOTE,LINE,LEFTISH,Leftish
2406,PACENOTE,LINE,RIGHTISH,Rightish
2501,PACENOTE,OBSTACLES,NIU_SMALL_CREST_FABZ,Small Crest (NIU)
2503,PACENOTE,OBSTACLES,NIU_BROW,Crest (NIU)
2507,PACENOTE,OBSTACLES,TWO_BALES,Two Bales
2508,PACENOTE,OBSTACLES,THREE_BALES,Three Bales
2509,PACENOTE,OBSTACLES,FOUR_BALES,Four Bales
2512,PACENOTE,OBSTACLES,LOGS,Logs
2515,PACENOTE,OBSTACLES,GATE,Gate
2516,PACENOTE,OBSTACLES,BIG_JUMP,Big Jump
2521,PACENOTE,OBSTACLES,BALES,Bales
2571,PACENOTE,SURFACE,SURFACE_NOTE,Surface
2600,PACENOTE,DRIVING,BE_BRAVE,Be Brave
2604,PACENOTE,CAUTIONS,NIU_WATCH,Precise (NIU)
2611,PACENOTE,OBSTACLES,BALE,Bale
2615,PACENOTE,DRIVING,NIU_DAB,Dab (NIU)
2622,PACENOTE,ADDITIONAL,TWO_PARTS,Two Parts
2623,PACENOTE,ADDITIONAL,THREE_PARTS,Three Parts
2624,PACENOTE,ADDITIONAL,FOUR_PARTS,Four Parts
2625,PACENOTE,ADDITIONAL,FIVE_PARTS,Five Parts
2626,PACENOTE,OBSTACLES,FIVE_BALES,Five Bales
9999,PACENOTE,CORNERS,LINE_CHANGE,
